EMP_ID,EMPLOYEE_NAME,DISTRICT_ID,DISTRICT_NAME,ZIPCODE,HIREDATE,HIGHEST_EARNED_DEGREE,IS_ADMIN,IS_TEACHER,EDU_EMAIL,PREVIOUS_EXPERIENCE_YEARS,years_of_service,total_experience,seniority_level,promotion_eligible,TAX_YEAR,REG_PAY,OVERTIME_PAY,OTHER_PAY,TOTAL_BENEFITS,total_compensation,DATE_LAST_CALC,_gold_ingested_at
12207,Thomasa Smigelski,4,San Francisco Unified,94102,1992-02-13,Bachelor   ,FALSE,TRUE,tsmige48@k12.ca.edu,1,34,35,Senior,TRUE,2014,11565,0,2869,5037,19471,2015-02-12,2026-05-02 17:38:12
12208,Yalonda Trischitta,3,Beverly Hills Unified,90211,2004-07-30,Bachelor   ,FALSE,TRUE,ytrisc11@k12.ca.edu,4,21,25,Senior,TRUE,2014,89220,0,0,21323,110543,2015-03-12,2026-05-02 17:38:12
12209,Jacquelynn Le,3,Beverly Hills Unified,90211,1997-05-31,Bachelor   ,FALSE,TRUE,jle85@k12.ca.edu,4,28,32,Senior,TRUE,2014,85032,0,0,7236,92268,2015-08-19,2026-05-02 17:38:12
12213,Bruno Vayner,4,San Francisco Unified,94102,2012-03-02,Bachelor   ,FALSE,TRUE,bvayne79@k12.ca.edu,2,14,16,Mid-Senior,TRUE,2014,37286,0,4146,3573,45005,2014-11-18,2026-05-02 17:38:12
12219,Shelden Pasquino,4,San Francisco Unified,94102,2013-02-02,High School,FALSE,FALSE,spasqu19@k12.ca.edu,1,13,14,Mid-Senior,TRUE,2014,18967,0,5947,13174,38088,2015-01-29,2026-05-02 17:38:12
12226,Kerrill Barre,4,San Francisco Unified,94102,2008-12-01,Bachelor   ,FALSE,TRUE,kbarre15@k12.ca.edu,2,17,19,Mid-Senior,TRUE,2014,48760,0,16566,12810,78136,2015-04-25,2026-05-02 17:38:12
12229,Elissa De,2,Compton Unified,90059,2009-09-28,Master     ,TRUE,FALSE,ede36@k12.ca.edu,6,16,22,Mid-Senior,TRUE,2014,125389,0,0,19602,144991,2015-08-27,2026-05-02 17:38:12
12231,Kathrine Hotopp,2,Compton Unified,90059,2009-02-09,Bachelor   ,TRUE,FALSE,khotop65@k12.ca.edu,6,17,23,Mid-Senior,TRUE,2014,122720,0,0,13329,136049,2015-01-05,2026-05-02 17:38:12
12233,Milka Fernandez,4,San Francisco Unified,94102,2010-06-03,Bachelor   ,FALSE,TRUE,mferna75@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,45563,0,8227,5673,59463,2015-04-02,2026-05-02 17:38:12
12238,Benn Westfall,2,Compton Unified,90059,2004-05-09,Bachelor   ,TRUE,FALSE,bwestf52@k12.ca.edu,3,21,24,Senior,TRUE,2014,50806,294,0,11827,62927,2014-11-23,2026-05-02 17:38:12
12240,Chance Clemens,1,Ontario-Montclair,91761,1994-08-02,Master     ,FALSE,TRUE,ccleme57@k12.ca.edu,4,31,35,Senior,TRUE,2014,81306,0,2545,20480,104331,2015-07-24,2026-05-02 17:38:12
12243,Winslow Brentari,1,Ontario-Montclair,91761,2005-07-22,Bachelor   ,FALSE,TRUE,wbrent53@k12.ca.edu,1,20,21,Senior,TRUE,2014,29186,0,3439,5768,38393,2015-03-01,2026-05-02 17:38:12
12245,Nevile Spognardi,4,San Francisco Unified,94102,1999-03-01,Bachelor   ,FALSE,TRUE,nspogn74@k12.ca.edu,1,27,28,Senior,TRUE,2014,22719,0,1449,6616,30784,2015-06-03,2026-05-02 17:38:12
12251,Connie Martens,1,Ontario-Montclair,91761,2008-11-04,Bachelor   ,FALSE,FALSE,cmarte12@k12.ca.edu,2,17,19,Mid-Senior,TRUE,2014,47875,147,229,12178,60429,2015-04-10,2026-05-02 17:38:12
12254,Maud Gu,4,San Francisco Unified,94102,2006-04-04,Bachelor   ,FALSE,TRUE,mgu63@k12.ca.edu,1,20,21,Senior,TRUE,2014,15774,0,1364,4125,21263,2015-08-29,2026-05-02 17:38:12
12259,Steward Loughran,2,Compton Unified,90059,2000-09-15,Bachelor   ,FALSE,FALSE,slough31@k12.ca.edu,5,25,30,Senior,TRUE,2014,91821,0,0,10775,102596,2015-03-24,2026-05-02 17:38:12
12264,Levon Schuler,4,San Francisco Unified,94102,2005-04-07,Bachelor   ,FALSE,TRUE,lschul28@k12.ca.edu,2,21,23,Senior,TRUE,2014,42701,0,17472,12206,72379,2015-03-06,2026-05-02 17:38:12
12272,Yehudi Sicilia,1,Ontario-Montclair,91761,2013-03-29,Bachelor   ,FALSE,TRUE,ysicil76@k12.ca.edu,2,13,15,Mid-Senior,TRUE,2014,47957,0,571,10220,58748,2015-05-23,2026-05-02 17:38:12
12274,Terence Madison,4,San Francisco Unified,94102,1995-01-18,Bachelor   ,TRUE,FALSE,tmadis99@k12.ca.edu,5,31,36,Senior,TRUE,2014,99349,0,6130,16269,121748,2015-05-17,2026-05-02 17:38:12
12280,Elfie Stine,4,San Francisco Unified,94102,1996-08-06,Bachelor   ,FALSE,TRUE,estine69@k12.ca.edu,3,29,32,Senior,TRUE,2014,54721,0,9970,15624,80315,2015-06-24,2026-05-02 17:38:12
12282,Merridie Holm,2,Compton Unified,90059,2014-02-27,Bachelor   ,FALSE,TRUE,mholm95@k12.ca.edu,3,12,15,Mid-Senior,TRUE,2014,64898,827,0,14987,80712,2015-04-06,2026-05-02 17:38:12
12297,Pascal Crepeau,4,San Francisco Unified,94102,2003-08-31,Master     ,TRUE,FALSE,pcrepe21@k12.ca.edu,5,22,27,Senior,TRUE,2014,93057,0,5871,15705,114633,2015-04-22,2026-05-02 17:38:12
12301,Coleman Radochia,1,Ontario-Montclair,91761,2007-07-29,Master     ,FALSE,TRUE,cradoc48@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,85475,0,1998,7443,94916,2015-09-08,2026-05-02 17:38:12
12303,Kelcie Python,4,San Francisco Unified,94102,2007-01-01,Bachelor   ,FALSE,TRUE,kpytho35@k12.ca.edu,2,19,21,Mid-Senior,TRUE,2014,49511,0,15464,12361,77336,2015-07-23,2026-05-02 17:38:12
12316,Sigfried Mcgeoch,4,San Francisco Unified,94102,1992-09-03,Bachelor   ,FALSE,TRUE,smcgeo34@k12.ca.edu,3,33,36,Senior,TRUE,2014,54375,0,2078,12054,68507,2015-02-23,2026-05-02 17:38:12
12319,Korey Mccrickerd,1,Ontario-Montclair,91761,1994-03-08,Bachelor   ,FALSE,TRUE,kmccri99@k12.ca.edu,3,32,35,Senior,TRUE,2014,63443,0,234,17008,80685,2015-02-26,2026-05-02 17:38:12
12325,Hedda Palleschi,4,San Francisco Unified,94102,2002-05-28,Bachelor   ,TRUE,FALSE,hpalle88@k12.ca.edu,5,23,28,Senior,TRUE,2014,103855,0,12179,16865,132899,2015-05-16,2026-05-02 17:38:12
12329,Katleen D'alfonso,4,San Francisco Unified,94102,1994-12-16,Bachelor   ,FALSE,TRUE,kd'alf75@k12.ca.edu,3,31,34,Senior,TRUE,2014,53894,0,8691,15137,77722,2015-06-11,2026-05-02 17:38:12
12333,Gretta O'malley,1,Ontario-Montclair,91761,1994-03-19,High School,FALSE,FALSE,go'mal26@k12.ca.edu,1,32,33,Senior,TRUE,2014,12809,0,956,4257,18022,2015-01-16,2026-05-02 17:38:12
12344,Robby Goodreau,3,Beverly Hills Unified,90211,1993-05-09,Master     ,FALSE,TRUE,rgoodr11@k12.ca.edu,5,32,37,Senior,TRUE,2014,105170,0,80,11183,116433,2015-08-09,2026-05-02 17:38:12
12345,Fredrika Seyfert,2,Compton Unified,90059,1992-05-09,Master     ,FALSE,TRUE,fseyfe23@k12.ca.edu,4,33,37,Senior,TRUE,2014,75641,2180,0,16003,93824,2015-06-27,2026-05-02 17:38:12
12346,Harlene Costello,4,San Francisco Unified,94102,2012-04-11,Bachelor   ,FALSE,TRUE,hcoste20@k12.ca.edu,2,14,16,Mid-Senior,TRUE,2014,47178,0,19121,12882,79181,2015-01-31,2026-05-02 17:38:12
12358,Tomasina Dalaklis,2,Compton Unified,90059,2006-10-20,Master     ,FALSE,TRUE,tdalak56@k12.ca.edu,5,19,24,Mid-Senior,TRUE,2014,95397,1697,0,17623,114717,2015-06-23,2026-05-02 17:38:12
12369,Tamiko Wasek,4,San Francisco Unified,94102,2007-01-20,Bachelor   ,TRUE,FALSE,twasek3@k12.ca.edu,4,19,23,Mid-Senior,TRUE,2014,74571,0,5885,14127,94583,2014-11-17,2026-05-02 17:38:12
12372,Anatollo Hansen,1,Ontario-Montclair,91761,1990-12-12,Master     ,FALSE,TRUE,ahanse33@k12.ca.edu,4,35,39,Senior,TRUE,2014,85818,0,250,22684,108752,2014-12-22,2026-05-02 17:38:12
12376,Carlota Pane,3,Beverly Hills Unified,90211,1991-10-22,Bachelor   ,FALSE,TRUE,cpane5@k12.ca.edu,4,34,38,Senior,TRUE,2014,82526,0,0,14097,96623,2015-04-30,2026-05-02 17:38:12
12379,Timothy Cool,4,San Francisco Unified,94102,2007-05-25,Bachelor   ,FALSE,TRUE,tcool14@k12.ca.edu,3,18,21,Mid-Senior,TRUE,2014,61156,0,15081,16751,92988,2015-07-05,2026-05-02 17:38:12
12389,Vi Crane,4,San Francisco Unified,94102,2009-09-09,Bachelor   ,FALSE,TRUE,vcrane19@k12.ca.edu,2,16,18,Mid-Senior,TRUE,2014,42831,0,11098,12411,66340,2015-06-22,2026-05-02 17:38:12
12390,Adams Wellington,4,San Francisco Unified,94102,2014-10-31,Bachelor   ,FALSE,TRUE,awelli61@k12.ca.edu,2,11,13,Mid-Senior,TRUE,2014,43791,0,6563,11540,61894,2015-02-03,2026-05-02 17:38:12
12393,Carmine Mankiw,4,San Francisco Unified,94102,1995-10-02,Bachelor   ,FALSE,TRUE,cmanki32@k12.ca.edu,2,30,32,Senior,TRUE,2014,37462,0,5248,8721,51431,2015-07-24,2026-05-02 17:38:12
12397,Ainsley Mill,4,San Francisco Unified,94102,2014-07-17,Bachelor   ,FALSE,TRUE,amill21@k12.ca.edu,2,11,13,Mid-Senior,TRUE,2014,43919,0,10283,13378,67580,2015-07-15,2026-05-02 17:38:12
12398,Tiff Samaranayake,3,Beverly Hills Unified,90211,2004-11-27,Bachelor   ,FALSE,TRUE,tsamar39@k12.ca.edu,5,21,26,Senior,TRUE,2014,96673,0,0,10384,107057,2015-01-25,2026-05-02 17:38:12
12420,Whitman Christofi,3,Beverly Hills Unified,90211,1997-10-27,Bachelor   ,FALSE,TRUE,wchris57@k12.ca.edu,3,28,31,Senior,TRUE,2014,60158,0,200,12232,72590,2015-02-07,2026-05-02 17:38:12
12421,Cly Penman,1,Ontario-Montclair,91761,2012-02-02,Bachelor   ,FALSE,TRUE,cpenma24@k12.ca.edu,2,14,16,Mid-Senior,TRUE,2014,46087,0,924,5805,52816,2015-04-06,2026-05-02 17:38:12
12428,Ignacius Philip,2,Compton Unified,90059,2000-02-25,Bachelor   ,FALSE,TRUE,iphili2@k12.ca.edu,4,26,30,Senior,TRUE,2014,72908,1351,0,12936,87195,2015-02-14,2026-05-02 17:38:12
12432,Binny Maestas,4,San Francisco Unified,94102,2000-02-02,Bachelor   ,FALSE,TRUE,bmaest63@k12.ca.edu,2,26,28,Senior,TRUE,2014,49112,0,8167,5968,63247,2015-01-21,2026-05-02 17:38:12
12433,Iver Tobler,4,San Francisco Unified,94102,2015-05-27,Bachelor   ,FALSE,TRUE,itoble74@k12.ca.edu,1,10,11,Mid-Senior,TRUE,2014,17120,0,4988,5297,27405,2015-02-07,2026-05-02 17:38:12
12436,Shaun Shieh,4,San Francisco Unified,94102,1998-10-16,High School,FALSE,FALSE,sshieh15@k12.ca.edu,2,27,29,Senior,TRUE,2014,35586,35,13145,28005,76771,2015-03-11,2026-05-02 17:38:12
12445,Kendra Chapple,4,San Francisco Unified,94102,2010-12-23,Bachelor   ,FALSE,TRUE,kchapp21@k12.ca.edu,3,15,18,Mid-Senior,TRUE,2014,67442,0,11974,14006,93422,2015-05-25,2026-05-02 17:38:12
12447,Marty Strain,4,San Francisco Unified,94102,1994-10-14,Bachelor   ,FALSE,TRUE,mstrai78@k12.ca.edu,2,31,33,Senior,TRUE,2014,45869,0,10486,15056,71411,2015-09-12,2026-05-02 17:38:12
12448,Jocelin Stamps,3,Beverly Hills Unified,90211,1998-08-11,Bachelor   ,FALSE,TRUE,jstamp78@k12.ca.edu,1,27,28,Senior,TRUE,2014,11169,0,0,0,11169,2015-08-10,2026-05-02 17:38:12
12457,Loella Bolitho,2,Compton Unified,90059,2013-05-10,Master     ,FALSE,TRUE,lbolit81@k12.ca.edu,3,12,15,Mid-Senior,TRUE,2014,68734,11922,0,16245,96901,2015-05-08,2026-05-02 17:38:12
12459,Pierre Bierman,4,San Francisco Unified,94102,1995-08-29,Bachelor   ,FALSE,TRUE,pbierm62@k12.ca.edu,1,30,31,Senior,TRUE,2014,19050,0,0,0,19050,2015-05-09,2026-05-02 17:38:12
12468,Vince Angeli,1,Ontario-Montclair,91761,2004-07-13,Bachelor   ,TRUE,FALSE,vangel19@k12.ca.edu,6,21,27,Senior,TRUE,2014,112238,0,1116,21362,134716,2015-08-17,2026-05-02 17:38:12
12470,Eldredge Hayashi,4,San Francisco Unified,94102,2011-04-12,Bachelor   ,FALSE,TRUE,ehayas41@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,76589,0,6449,16781,99819,2015-03-19,2026-05-02 17:38:12
12472,Daren Prelich,4,San Francisco Unified,94102,2009-01-16,Bachelor   ,FALSE,TRUE,dpreli25@k12.ca.edu,4,17,21,Mid-Senior,TRUE,2014,70284,0,4931,6405,81620,2015-06-07,2026-05-02 17:38:12
12479,Delilah Sholes,4,San Francisco Unified,94102,1999-07-05,Bachelor   ,FALSE,TRUE,dshole98@k12.ca.edu,3,26,29,Senior,TRUE,2014,57604,0,8145,12845,78594,2015-06-21,2026-05-02 17:38:12
12481,Darcey Geppert,4,San Francisco Unified,94102,1993-02-21,Bachelor   ,FALSE,TRUE,dgeppe35@k12.ca.edu,3,33,36,Senior,TRUE,2014,50573,0,6662,12123,69358,2014-12-13,2026-05-02 17:38:12
12483,Bobbie Mcguigan,4,San Francisco Unified,94102,2001-02-09,Master     ,TRUE,FALSE,bmcgui84@k12.ca.edu,4,25,29,Senior,TRUE,2014,72715,0,10147,14331,97193,2015-05-06,2026-05-02 17:38:12
12484,Vinnie Rana,4,San Francisco Unified,94102,2003-11-22,Bachelor   ,FALSE,TRUE,vrana61@k12.ca.edu,3,22,25,Senior,TRUE,2014,69892,0,13655,16867,100414,2015-09-15,2026-05-02 17:38:12
12488,Estelle Isaacs,4,San Francisco Unified,94102,2008-07-10,Bachelor   ,FALSE,TRUE,eisaac50@k12.ca.edu,1,17,18,Mid-Senior,TRUE,2014,14571,0,9310,1393,25274,2015-08-01,2026-05-02 17:38:12
12492,Sandi Serrano,1,Ontario-Montclair,91761,2012-09-05,Bachelor   ,FALSE,TRUE,sserra25@k12.ca.edu,2,13,15,Mid-Senior,TRUE,2014,45221,0,1288,17505,64014,2015-07-10,2026-05-02 17:38:12
12493,Nye Ando,4,San Francisco Unified,94102,2009-07-17,Bachelor   ,FALSE,TRUE,nando28@k12.ca.edu,1,16,17,Mid-Senior,TRUE,2014,18950,0,5764,4798,29512,2015-01-24,2026-05-02 17:38:12
12494,Dell Husbands,2,Compton Unified,90059,2006-01-16,Associate  ,FALSE,FALSE,dhusba61@k12.ca.edu,1,20,21,Senior,TRUE,2014,27468,0,0,2102,29570,2015-05-11,2026-05-02 17:38:12
12501,Conney Holm,4,San Francisco Unified,94102,2011-04-25,Bachelor   ,FALSE,TRUE,cholm55@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,48691,0,18788,12996,80475,2014-12-18,2026-05-02 17:38:12
12508,Isadore Hauser,4,San Francisco Unified,94102,2008-09-23,Bachelor   ,FALSE,TRUE,ihause62@k12.ca.edu,3,17,20,Mid-Senior,TRUE,2014,54760,0,17503,16413,88676,2015-01-31,2026-05-02 17:38:12
12511,Robinia Thyne,1,Ontario-Montclair,91761,1992-02-19,Bachelor   ,FALSE,TRUE,rthyne76@k12.ca.edu,4,34,38,Senior,TRUE,2014,89195,0,0,22962,112157,2015-05-10,2026-05-02 17:38:12
12512,Katha Sword,1,Ontario-Montclair,91761,1997-12-02,Master     ,FALSE,TRUE,ksword27@k12.ca.edu,4,28,32,Senior,TRUE,2014,85818,0,940,13340,100098,2015-06-06,2026-05-02 17:38:12
12516,Ricky Kashevsky,4,San Francisco Unified,94102,2011-07-12,Bachelor   ,FALSE,TRUE,rkashe69@k12.ca.edu,3,14,17,Mid-Senior,TRUE,2014,69379,0,4038,16699,90116,2014-12-25,2026-05-02 17:38:12
12517,Wittie Ostrower,1,Ontario-Montclair,91761,1999-08-02,Bachelor   ,FALSE,TRUE,wostro90@k12.ca.edu,4,26,30,Senior,TRUE,2014,72541,0,1041,14720,88302,2014-12-02,2026-05-02 17:38:12
12522,Jaime Westfall,4,San Francisco Unified,94102,1992-12-17,Bachelor   ,TRUE,FALSE,jwestf68@k12.ca.edu,2,33,35,Senior,TRUE,2014,41022,0,17313,9553,67888,2014-12-14,2026-05-02 17:38:12
12541,Newton Debroff,2,Compton Unified,90059,2007-03-19,Master     ,FALSE,TRUE,ndebro17@k12.ca.edu,4,19,23,Mid-Senior,TRUE,2014,82353,2829,0,10532,95714,2015-01-10,2026-05-02 17:38:12
12544,Link Hlynka,4,San Francisco Unified,94102,2013-07-19,Bachelor   ,FALSE,TRUE,lhlynk64@k12.ca.edu,3,12,15,Mid-Senior,TRUE,2014,66771,0,8259,13639,88669,2015-09-14,2026-05-02 17:38:12
12550,Maggee Showard,4,San Francisco Unified,94102,2014-08-29,Bachelor   ,FALSE,TRUE,mshowa73@k12.ca.edu,3,11,14,Mid-Senior,TRUE,2014,56799,0,8385,6093,71277,2015-01-13,2026-05-02 17:38:12
12552,Reg Yurtsever,4,San Francisco Unified,94102,1993-04-10,Bachelor   ,FALSE,TRUE,ryurts11@k12.ca.edu,2,33,35,Senior,TRUE,2014,42226,0,14100,12047,68373,2015-08-28,2026-05-02 17:38:12
12556,Ronny Strominger,1,Ontario-Montclair,91761,1991-03-21,Master     ,FALSE,TRUE,rstrom59@k12.ca.edu,4,35,39,Senior,TRUE,2014,79196,0,5374,18307,102877,2014-12-16,2026-05-02 17:38:12
12558,Damara Mckay,4,San Francisco Unified,94102,2001-03-14,Bachelor   ,FALSE,TRUE,dmckay44@k12.ca.edu,3,25,28,Senior,TRUE,2014,55008,0,7799,12593,75400,2015-06-07,2026-05-02 17:38:12
12559,Gare Rozinov,4,San Francisco Unified,94102,1995-06-15,Master     ,TRUE,FALSE,grozin51@k12.ca.edu,8,30,38,Senior,TRUE,2014,152656,0,1375,23453,177484,2015-07-09,2026-05-02 17:38:12
12560,Nikolaos Hay,4,San Francisco Unified,94102,1996-11-29,Master     ,TRUE,FALSE,nhay96@k12.ca.edu,6,29,35,Senior,TRUE,2014,126541,0,8115,21794,156450,2015-03-16,2026-05-02 17:38:12
12565,Maxie Thornton,4,San Francisco Unified,94102,2011-07-16,Bachelor   ,TRUE,FALSE,mthorn61@k12.ca.edu,3,14,17,Mid-Senior,TRUE,2014,56356,0,9364,25191,90911,2015-05-09,2026-05-02 17:38:12
12566,Alys Jetty,4,San Francisco Unified,94102,1999-08-21,Bachelor   ,TRUE,FALSE,ajetty49@k12.ca.edu,2,26,28,Senior,TRUE,2014,32065,0,8751,6901,47717,2015-05-16,2026-05-02 17:38:12
12567,Gwenneth Denman,4,San Francisco Unified,94102,2014-07-16,Bachelor   ,TRUE,FALSE,gdenma76@k12.ca.edu,2,11,13,Mid-Senior,TRUE,2014,31679,0,1385,6147,39211,2015-01-19,2026-05-02 17:38:12
12572,Carlos Kranzer,2,Compton Unified,90059,1992-07-06,Master     ,FALSE,TRUE,ckranz80@k12.ca.edu,4,33,37,Senior,TRUE,2014,86533,4310,0,17112,107955,2015-01-28,2026-05-02 17:38:12
12583,Jammal Kuzma,4,San Francisco Unified,94102,2012-05-24,Bachelor   ,FALSE,TRUE,jkuzma94@k12.ca.edu,3,13,16,Mid-Senior,TRUE,2014,63275,0,6517,13135,82927,2015-06-29,2026-05-02 17:38:12
12594,Harrietta Hercod,2,Compton Unified,90059,2002-06-05,Master     ,FALSE,TRUE,hherco12@k12.ca.edu,5,23,28,Senior,TRUE,2014,91248,1633,0,16989,109870,2015-09-10,2026-05-02 17:38:12
12595,Corrie Atkins,2,Compton Unified,90059,1991-10-05,Master     ,FALSE,TRUE,catkin14@k12.ca.edu,4,34,38,Senior,TRUE,2014,84869,1027,0,10588,96484,2015-03-24,2026-05-02 17:38:12
12596,Carr Fenyo,2,Compton Unified,90059,2015-07-02,Bachelor   ,FALSE,TRUE,cfenyo48@k12.ca.edu,3,10,13,Mid-Senior,TRUE,2014,65032,1404,0,11128,77564,2015-07-04,2026-05-02 17:38:12
12608,Freeland Dahl,4,San Francisco Unified,94102,1991-04-02,Bachelor   ,FALSE,TRUE,fdahl76@k12.ca.edu,2,35,37,Senior,TRUE,2014,44414,0,5389,11487,61290,2015-06-05,2026-05-02 17:38:12
12611,Ruthie Balderson,1,Ontario-Montclair,91761,2007-08-19,Bachelor   ,FALSE,TRUE,rbalde57@k12.ca.edu,1,18,19,Mid-Senior,TRUE,2014,27634,0,0,6126,33760,2015-03-04,2026-05-02 17:38:12
12618,Fidel Ray,4,San Francisco Unified,94102,2003-12-31,Bachelor   ,FALSE,TRUE,fray71@k12.ca.edu,3,22,25,Senior,TRUE,2014,64448,0,19041,14137,97626,2015-02-16,2026-05-02 17:38:12
12620,Osmund Merrow,4,San Francisco Unified,94102,2015-08-09,Bachelor   ,FALSE,TRUE,omerro93@k12.ca.edu,3,10,13,Mid-Senior,TRUE,2014,64784,0,10162,13631,88577,2015-04-22,2026-05-02 17:38:12
12626,Ely Bauer,4,San Francisco Unified,94102,2006-12-12,Bachelor   ,FALSE,TRUE,ebauer99@k12.ca.edu,3,19,22,Mid-Senior,TRUE,2014,52871,0,12480,15684,81035,2015-04-30,2026-05-02 17:38:12
12629,Neil Coveney,4,San Francisco Unified,94102,1994-07-01,Bachelor   ,FALSE,TRUE,ncoven49@k12.ca.edu,1,31,32,Senior,TRUE,2014,26566,0,1436,6016,34018,2015-02-26,2026-05-02 17:38:12
12630,Curry Eichkern,1,Ontario-Montclair,91761,2013-08-26,Bachelor   ,FALSE,TRUE,ceichk64@k12.ca.edu,1,12,13,Mid-Senior,TRUE,2014,18002,0,566,5332,23900,2015-02-18,2026-05-02 17:38:12
12631,Octavius Sirilli,4,San Francisco Unified,94102,2012-12-03,Bachelor   ,FALSE,TRUE,osiril81@k12.ca.edu,1,13,14,Mid-Senior,TRUE,2014,17478,0,1282,2030,20790,2015-05-15,2026-05-02 17:38:12
12634,Karola Wilkening,4,San Francisco Unified,94102,2005-01-10,Bachelor   ,TRUE,FALSE,kwilke84@k12.ca.edu,4,21,25,Senior,TRUE,2014,80439,0,17298,36900,134637,2015-04-14,2026-05-02 17:38:12
12637,Agosto Lyons,2,Compton Unified,90059,2008-08-07,Bachelor   ,FALSE,TRUE,alyons6@k12.ca.edu,4,17,21,Mid-Senior,TRUE,2014,73743,614,0,9613,83970,2014-11-15,2026-05-02 17:38:12
12638,Hilary Maclean,2,Compton Unified,90059,2015-10-04,Bachelor   ,FALSE,TRUE,hmacle82@k12.ca.edu,4,10,14,Mid-Senior,TRUE,2014,72948,70,0,9490,82508,2015-07-30,2026-05-02 17:38:12
12641,Kit Ott,4,San Francisco Unified,94102,1991-12-26,Bachelor   ,TRUE,FALSE,kott40@k12.ca.edu,3,34,37,Senior,TRUE,2014,64769,0,11776,24710,101255,2015-04-22,2026-05-02 17:38:12
12646,Mark Nichipor,4,San Francisco Unified,94102,2006-05-29,Bachelor   ,FALSE,TRUE,mnichi90@k12.ca.edu,2,19,21,Mid-Senior,TRUE,2014,43583,0,14419,4943,62945,2015-04-03,2026-05-02 17:38:12
12648,Jacinta Janecki,2,Compton Unified,90059,2007-09-02,Master     ,FALSE,TRUE,jjanec8@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,83712,421,0,10436,94569,2015-07-22,2026-05-02 17:38:12
12657,Dane Loren,1,Ontario-Montclair,91761,2008-09-09,Master     ,TRUE,FALSE,dloren11@k12.ca.edu,7,17,24,Mid-Senior,TRUE,2014,132813,0,792,15498,149103,2015-05-12,2026-05-02 17:38:12
12661,Reuven Van,1,Ontario-Montclair,91761,1999-10-27,Bachelor   ,TRUE,FALSE,rvan37@k12.ca.edu,1,26,27,Senior,TRUE,2014,20286,77,0,5113,25476,2014-12-11,2026-05-02 17:38:12
12662,Lilias Esslemont,1,Ontario-Montclair,91761,1997-03-15,Bachelor   ,FALSE,TRUE,lessle92@k12.ca.edu,4,29,33,Senior,TRUE,2014,89195,0,664,19132,108991,2015-06-15,2026-05-02 17:38:12
12665,Karoly Kuzma,4,San Francisco Unified,94102,1999-11-14,Bachelor   ,FALSE,TRUE,kkuzma42@k12.ca.edu,3,26,29,Senior,TRUE,2014,67567,0,12370,14056,93993,2014-12-31,2026-05-02 17:38:12
12666,Kelby Bashevis,4,San Francisco Unified,94102,1992-03-23,Bachelor   ,FALSE,TRUE,kbashe97@k12.ca.edu,4,34,38,Senior,TRUE,2014,76125,0,7026,8217,91368,2015-08-15,2026-05-02 17:38:12
12668,Trip Bradach,4,San Francisco Unified,94102,1991-11-24,Bachelor   ,FALSE,TRUE,tbrada75@k12.ca.edu,3,34,37,Senior,TRUE,2014,62260,0,9776,16394,88430,2015-08-18,2026-05-02 17:38:12
12669,Oona Gualtieri,4,San Francisco Unified,94102,2005-03-04,Bachelor   ,FALSE,TRUE,ogualt55@k12.ca.edu,3,21,24,Senior,TRUE,2014,69756,0,3821,13516,87093,2015-03-06,2026-05-02 17:38:12
12670,Wynne Feltner,4,San Francisco Unified,94102,1998-07-10,Bachelor   ,FALSE,TRUE,wfeltn53@k12.ca.edu,3,27,30,Senior,TRUE,2014,55498,0,6043,12491,74032,2015-02-12,2026-05-02 17:38:12
12675,Ernst Daugherty,4,San Francisco Unified,94102,2014-12-05,Bachelor   ,FALSE,TRUE,edaugh3@k12.ca.edu,3,11,14,Mid-Senior,TRUE,2014,50637,0,14803,12686,78126,2015-03-06,2026-05-02 17:38:12
12679,Min Mckenna,1,Ontario-Montclair,91761,2015-02-13,Bachelor   ,TRUE,FALSE,mmcken59@k12.ca.edu,5,11,16,Mid-Senior,TRUE,2014,94631,0,0,16864,111495,2015-02-26,2026-05-02 17:38:12
12680,Rita Beckett,1,Ontario-Montclair,91761,2009-12-16,Master     ,FALSE,TRUE,rbecke81@k12.ca.edu,4,16,20,Mid-Senior,TRUE,2014,85475,0,5022,21734,112231,2014-11-26,2026-05-02 17:38:12
12691,Saleem Parish,4,San Francisco Unified,94102,2011-09-04,Bachelor   ,FALSE,TRUE,sparis88@k12.ca.edu,1,14,15,Mid-Senior,TRUE,2014,17633,0,2912,4427,24972,2015-02-24,2026-05-02 17:38:12
12694,Cyndy Joag-dev,4,San Francisco Unified,94102,2013-03-01,Bachelor   ,FALSE,TRUE,cjoag-56@k12.ca.edu,4,13,17,Mid-Senior,TRUE,2014,75374,0,6122,14236,95732,2014-12-15,2026-05-02 17:38:12
12697,Aeriell Bluestein,4,San Francisco Unified,94102,1998-09-06,Bachelor   ,FALSE,TRUE,ablues83@k12.ca.edu,3,27,30,Senior,TRUE,2014,62974,0,9737,12786,85497,2015-07-27,2026-05-02 17:38:12
12706,Glenden Fader,4,San Francisco Unified,94102,2008-08-02,Bachelor   ,FALSE,TRUE,gfader26@k12.ca.edu,3,17,20,Mid-Senior,TRUE,2014,62062,0,12739,13618,88419,2015-05-31,2026-05-02 17:38:12
